Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
1947,2.2,80.6,77.4,Active participant and eager to learn and outstanding performance this semester.,7,Average,64.7
1948,9.1,80.4,84.5,Outstanding performance this semester and shows excellent analytical thinking.,7,Average,87.3
1949,8.9,74.8,88.3,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,84.0
1950,6.4,97.3,90.7,Consistently submits assignments on time and outstanding performance this semester.,8,Average,86.1
1951,6.4,93.1,63.7,Demonstrates great understanding of core concepts and active participant and eager to learn.,9,Average,70.8
1952,7.0,87.9,43.1,Active participant and eager to learn but needs significant improvement in fundamentals.,0,Average,68.3
1953,2.6,88.6,64.1,Consistently submits assignments on time.,7,Average,58.4
1954,9.2,78.5,80.4,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Average,80.5
1955,4.8,96.8,67.0,Highly engaged in class discussions.,0,Average,78.8
1956,4.4,87.8,84.9,Consistently submits assignments on time and outstanding performance this semester.,3,Average,73.4
1957,5.7,89.2,61.4,Demonstrates great understanding of core concepts and consistently submits assignments on time.,4,Average,64.8
1958,1.4,94.5,78.1,Needs significant improvement in fundamentals but outstanding performance this semester.,6,Average,63.7
1959,2.5,71.0,51.2,Needs significant improvement in fundamentals.,7,Dropout Risk,50.8
1960,7.6,92.3,85.0,Highly engaged in class discussions and outstanding performance this semester.,8,Average,79.7
1961,1.7,67.8,72.7,Needs significant improvement in fundamentals.,5,Average,57.2
1962,6.4,73.8,52.2,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,9,Average,60.3
1963,3.2,73.4,57.5,Inconsistent attendance affecting performance.,8,Average,64.8
1964,4.5,99.1,84.9,Active participant and eager to learn and outstanding performance this semester.,3,Average,82.1
1965,3.6,94.3,69.0,Active participant and eager to learn.,7,Average,66.5
1966,4.2,88.0,53.0,Frequently distracted during lectures but consistently submits assignments on time.,2,Average,58.6
1967,7.5,89.1,98.0,Outstanding performance this semester and consistently submits assignments on time.,3,Average,91.6
1968,3.7,82.5,82.9,Outstanding performance this semester and active participant and eager to learn.,9,Average,73.8
1969,6.1,97.9,97.4,Shows excellent analytical thinking and consistently submits assignments on time.,3,Average,89.6
1970,5.3,79.9,65.6,Shows excellent analytical thinking.,5,Average,67.6
1971,7.0,75.2,68.5,Demonstrates great understanding of core concepts.,8,Average,74.7
1972,9.4,66.5,93.9,Shows excellent analytical thinking and outstanding performance this semester.,5,Average,87.5
1973,7.6,91.4,71.5,Active participant and eager to learn and demonstrates great understanding of core concepts.,0,Average,80.9
1974,2.9,89.4,82.4,Highly engaged in class discussions and outstanding performance this semester.,4,Average,59.6
1975,1.3,75.4,55.1,Needs significant improvement in fundamentals.,8,Average,54.0
1976,3.4,61.0,66.8,Inconsistent attendance affecting performance.,4,Average,58.3
1977,6.4,93.6,47.4,Frequently distracted during lectures but shows excellent analytical thinking.,5,Average,65.4
1978,1.5,60.5,52.4,Inconsistent attendance affecting performance and struggling with algebra concepts.,2,Dropout Risk,53.7
1979,5.5,88.1,40.1,Frequently distracted during lectures but shows excellent analytical thinking.,7,Average,62.0
1980,6.4,98.8,42.4,Frequently distracted during lectures but active participant and eager to learn.,9,Average,63.7
1981,4.0,77.5,98.6,Outstanding performance this semester.,3,Average,81.0
1982,7.9,69.4,54.5,Shows excellent analytical thinking but frequently distracted during lectures.,3,Average,72.4
1983,2.0,88.2,79.8,Struggling with algebra concepts but highly engaged in class discussions.,4,Average,67.2
1984,1.7,92.7,90.3,Needs significant improvement in fundamentals but highly engaged in class discussions.,9,Average,67.7
1985,7.6,81.9,73.0,Demonstrates great understanding of core concepts and highly engaged in class discussions.,8,Average,82.5
1986,5.5,98.7,49.2,Demonstrates great understanding of core concepts but frequently distracted during lectures.,7,Average,67.1
1987,7.2,62.1,83.7,Inconsistent attendance affecting performance but demonstrates great understanding of core concepts.,6,Average,80.1
1988,4.9,80.2,76.0,Consistently submits assignments on time and outstanding performance this semester.,4,Average,62.1
1989,3.2,88.7,83.9,Outstanding performance this semester and highly engaged in class discussions.,8,Average,69.3
1990,8.4,94.5,86.2,Demonstrates great understanding of core concepts and highly engaged in class discussions.,8,Top 5%,100.0
1991,8.2,67.2,98.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Average,84.4
1992,7.3,92.0,74.4,Highly engaged in class discussions and demonstrates great understanding of core concepts.,9,Average,79.7
1993,3.4,82.1,60.5,Active participant and eager to learn.,1,Average,58.7
1994,6.3,75.9,78.9,Outstanding performance this semester and shows excellent analytical thinking.,3,Average,70.3
1995,4.2,65.3,44.1,Frequently distracted during lectures.,7,Dropout Risk,41.1
1996,1.8,94.6,93.8,Struggling with algebra concepts but outstanding performance this semester.,0,Average,71.2
1997,9.3,66.3,47.2,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,4,Average,71.8
1998,2.2,72.4,59.7,Needs significant improvement in fundamentals.,7,Dropout Risk,53.1
1999,9.6,71.6,88.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,1,Average,89.8
2000,5.0,94.9,75.8,Outstanding performance this semester and shows excellent analytical thinking.,1,Average,76.6
2001,2.7,86.9,63.6,Consistently submits assignments on time.,7,Average,66.0
2002,5.9,91.9,68.4,Consistently submits assignments on time and demonstrates great understanding of core concepts.,9,Average,74.5
2003,8.9,70.0,91.3,Outstanding performance this semester and demonstrates great understanding of core concepts.,8,Average,85.6
2004,7.6,85.0,60.4,Highly engaged in class discussions and shows excellent analytical thinking.,6,Average,74.8
2005,8.3,82.9,92.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,7,Top 5%,93.5
2006,6.9,93.3,45.3,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,4,Average,77.4
2007,7.2,96.2,86.6,Demonstrates great understanding of core concepts and consistently submits assignments on time.,0,Average,85.7
2008,8.6,60.5,90.9,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,3,Average,85.2
2009,3.2,87.0,50.9,Needs significant improvement in fundamentals but highly engaged in class discussions.,1,Average,59.5
2010,5.4,62.1,65.8,Shows excellent analytical thinking but inconsistent attendance affecting performance.,2,Average,58.9
2011,3.0,82.0,49.9,Frequently distracted during lectures but active participant and eager to learn.,2,Average,55.1
2012,9.9,71.5,82.4,Outstanding performance this semester and demonstrates great understanding of core concepts.,8,Average,81.7
2013,9.5,72.3,72.1,Demonstrates great understanding of core concepts.,9,Average,74.9
2014,1.4,74.1,78.1,Outstanding performance this semester but needs significant improvement in fundamentals.,3,Average,60.1
2015,7.4,84.9,51.8,Active participant and eager to learn but needs significant improvement in fundamentals.,1,Average,70.0
2016,9.3,73.4,52.7,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,2,Average,76.7
2017,2.6,89.3,42.5,Frequently distracted during lectures but consistently submits assignments on time.,2,Dropout Risk,52.9
2018,6.1,76.2,59.3,Demonstrates great understanding of core concepts.,6,Average,63.1
2019,9.2,62.7,73.6,Shows excellent analytical thinking but inconsistent attendance affecting performance.,7,Average,80.4
2020,1.3,91.4,91.5,Needs significant improvement in fundamentals but outstanding performance this semester.,5,Average,62.4
2021,7.3,71.4,80.0,Shows excellent analytical thinking and outstanding performance this semester.,3,Average,85.9
2022,3.7,77.3,66.1,Finds it difficult to keep up with the pace but outstanding performance this semester.,5,Average,55.7
2023,9.3,87.4,97.2,Active participant and eager to learn and shows excellent analytical thinking.,0,Top 5%,96.7
2024,9.7,73.3,83.2,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Average,84.1
2025,9.5,62.3,95.8,Inconsistent attendance affecting performance but outstanding performance this semester.,7,Top 5%,93.1
2026,5.3,75.0,71.7,Demonstrates great understanding of core concepts.,0,Average,67.9
2027,8.8,97.8,55.5,Active participant and eager to learn and shows excellent analytical thinking.,4,Average,79.6
2028,8.6,85.7,43.2,Frequently distracted during lectures but active participant and eager to learn.,1,Average,77.3
2029,3.9,86.9,83.6,Outstanding performance this semester and highly engaged in class discussions.,5,Average,73.2
2030,8.5,85.3,47.3,Frequently distracted during lectures but shows excellent analytical thinking.,8,Average,76.7
2031,1.3,68.0,58.2,Struggling with algebra concepts.,4,Dropout Risk,43.4
2032,6.4,76.7,71.9,Demonstrates great understanding of core concepts.,3,Average,67.1
2033,3.1,90.0,73.9,Consistently submits assignments on time.,1,Average,67.8
2034,2.1,64.1,76.0,Finds it difficult to keep up with the pace but outstanding performance this semester.,2,Average,55.3
2035,1.7,71.1,50.0,Needs significant improvement in fundamentals and frequently distracted during lectures.,5,Dropout Risk,50.4
2036,7.3,71.1,62.8,Shows excellent analytical thinking.,7,Average,71.5
2037,4.1,77.3,77.0,Outstanding performance this semester.,7,Average,69.2
2038,7.5,99.2,98.2,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,87.3
2039,1.6,62.7,83.7,Inconsistent attendance affecting performance but outstanding performance this semester.,4,Average,67.3
2040,3.8,80.7,95.4,Outstanding performance this semester and consistently submits assignments on time.,9,Average,75.0
2041,5.9,67.2,85.7,Shows excellent analytical thinking and outstanding performance this semester.,2,Average,78.4
2042,8.1,98.8,75.5,Outstanding performance this semester and shows excellent analytical thinking.,6,Average,84.1
2043,3.9,64.5,51.5,Frequently distracted during lectures and inconsistent attendance affecting performance.,5,Average,55.0
2044,6.6,76.1,80.0,Outstanding performance this semester and demonstrates great understanding of core concepts.,0,Average,71.5
2045,9.0,89.5,77.4,Shows excellent analytical thinking and outstanding performance this semester.,3,Average,91.5
2046,6.5,88.2,76.1,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Average,78.0
2047,3.1,76.9,69.4,Needs significant improvement in fundamentals.,5,Average,61.8
2048,1.2,73.9,71.7,Struggling with algebra concepts.,2,Average,58.6
2049,8.8,75.9,60.1,Demonstrates great understanding of core concepts.,5,Average,71.5
2050,1.2,70.6,71.2,Needs significant improvement in fundamentals.,9,Dropout Risk,50.4
2051,8.9,68.2,51.9,Frequently distracted during lectures but demonstrates great understanding of core concepts.,5,Average,74.5
2052,5.8,79.3,88.3,Shows excellent analytical thinking and outstanding performance this semester.,8,Average,89.8
2053,9.5,70.7,51.1,Shows excellent analytical thinking but needs significant improvement in fundamentals.,8,Average,74.1
2054,8.2,71.5,45.1,Frequently distracted during lectures but shows excellent analytical thinking.,1,Average,71.1
2055,10.0,86.3,66.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,3,Average,86.8
2056,4.2,98.7,79.5,Outstanding performance this semester and consistently submits assignments on time.,8,Average,85.7
2057,7.9,84.1,66.3,Active participant and eager to learn and shows excellent analytical thinking.,3,Average,70.7
2058,4.6,63.1,56.6,Inconsistent attendance affecting performance.,7,Average,58.2
2059,5.3,63.0,73.5,Finds it difficult to keep up with the pace but demonstrates great understanding of core concepts.,9,Average,58.8
2060,6.6,98.1,60.8,Demonstrates great understanding of core concepts and active participant and eager to learn.,2,Average,64.5
2061,8.9,71.9,96.0,Shows excellent analytical thinking and outstanding performance this semester.,2,Top 5%,92.5
2062,9.9,63.7,95.4,Inconsistent attendance affecting performance but outstanding performance this semester.,8,Top 5%,92.4
2063,7.9,84.0,70.1,Demonstrates great understanding of core concepts and consistently submits assignments on time.,9,Average,79.5
2064,4.8,84.9,59.7,Active participant and eager to learn.,7,Average,65.5
2065,4.8,85.9,84.2,Outstanding performance this semester and active participant and eager to learn.,0,Average,91.7
2066,7.6,70.7,42.2,Demonstrates great understanding of core concepts but frequently distracted during lectures.,9,Average,63.5
2067,3.1,60.6,68.5,Inconsistent attendance affecting performance.,1,Average,59.1
2068,2.0,98.6,60.2,Highly engaged in class discussions but needs significant improvement in fundamentals.,2,Average,57.4
2069,4.2,70.0,95.2,Outstanding performance this semester.,1,Average,75.3
2070,3.6,87.0,40.7,Active participant and eager to learn but frequently distracted during lectures.,2,Dropout Risk,53.8
2071,3.7,88.3,73.2,Highly engaged in class discussions.,7,Average,66.5
2072,3.1,84.4,84.4,Active participant and eager to learn and outstanding performance this semester.,5,Average,79.0
2073,1.4,72.5,69.1,Needs significant improvement in fundamentals.,6,Average,60.1
2074,1.2,70.8,45.1,Frequently distracted during lectures and needs significant improvement in fundamentals.,9,Dropout Risk,44.0
2075,9.9,83.9,98.3,Demonstrates great understanding of core concepts and outstanding performance this semester.,9,Average,87.6
2076,4.8,94.6,71.1,Consistently submits assignments on time.,5,Average,72.0
2077,4.5,97.9,76.9,Active participant and eager to learn and outstanding performance this semester.,0,Average,89.2
2078,7.1,64.2,54.2,Demonstrates great understanding of core concepts but frequently distracted during lectures.,2,Average,64.7
2079,3.0,66.2,69.0,Needs significant improvement in fundamentals.,0,Average,63.4
2080,9.5,97.8,65.7,Shows excellent analytical thinking and active participant and eager to learn.,9,Top 5%,96.3
2081,8.1,89.5,44.5,Shows excellent analytical thinking but needs significant improvement in fundamentals.,8,Average,74.0
2082,1.8,95.3,46.4,Active participant and eager to learn but frequently distracted during lectures.,8,Dropout Risk,49.3
2083,4.8,68.1,90.2,Outstanding performance this semester.,4,Average,61.0
2084,8.9,83.5,54.4,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,3,Average,81.4
2085,9.5,88.0,51.7,Active participant and eager to learn but frequently distracted during lectures.,8,Average,76.3
2086,5.2,87.2,70.3,Demonstrates great understanding of core concepts and active participant and eager to learn.,8,Average,73.4
2087,6.5,76.3,86.1,Outstanding performance this semester and demonstrates great understanding of core concepts.,2,Average,73.9
2088,2.5,60.6,43.7,Needs significant improvement in fundamentals and finds it difficult to keep up with the pace.,4,Dropout Risk,43.1
2089,9.9,83.3,74.6,Consistently submits assignments on time and demonstrates great understanding of core concepts.,2,Average,89.7
2090,3.1,70.1,47.2,Needs significant improvement in fundamentals.,9,Dropout Risk,52.0
2091,9.5,78.0,42.2,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,1,Average,67.9
2092,6.8,98.3,43.2,Frequently distracted during lectures but shows excellent analytical thinking.,0,Average,76.7
2093,6.5,76.0,90.0,Shows excellent analytical thinking and outstanding performance this semester.,9,Average,78.5
2094,5.6,93.6,47.1,Consistently submits assignments on time but needs significant improvement in fundamentals.,1,Average,58.2
2095,3.1,67.5,42.7,Frequently distracted during lectures.,7,Dropout Risk,47.6
2096,2.6,86.9,66.3,Consistently submits assignments on time.,7,Average,61.8
2097,3.0,99.1,90.6,Outstanding performance this semester and highly engaged in class discussions.,2,Average,77.2
2098,2.7,64.1,55.7,Inconsistent attendance affecting performance.,6,Average,57.7
2099,8.0,60.3,65.3,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,6,Average,71.1
2100,4.2,77.3,42.4,Needs significant improvement in fundamentals.,1,Average,54.1
2101,1.5,63.7,66.9,Struggling with algebra concepts and finds it difficult to keep up with the pace.,8,Dropout Risk,45.7
2102,9.7,89.9,74.7,Highly engaged in class discussions and demonstrates great understanding of core concepts.,2,Top 5%,95.0
2103,9.0,96.6,74.3,Consistently submits assignments on time and shows excellent analytical thinking.,1,Average,90.9
2104,9.3,77.4,59.9,Demonstrates great understanding of core concepts.,2,Average,77.8
2105,10.0,70.3,58.9,Shows excellent analytical thinking.,1,Average,70.0
2106,2.6,77.4,46.4,Frequently distracted during lectures.,7,Average,58.0
2107,4.6,88.9,62.0,Active participant and eager to learn.,4,Average,61.3
2108,7.8,60.4,46.0,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,2,Average,60.9
2109,7.3,83.6,86.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,4,Average,86.7
2110,2.4,84.5,98.0,Consistently submits assignments on time and outstanding performance this semester.,7,Average,66.9
2111,8.3,85.5,98.2,Outstanding performance this semester and highly engaged in class discussions.,6,Average,86.7
2112,3.0,69.7,91.9,Outstanding performance this semester.,5,Average,57.6
2113,3.0,88.6,76.0,Outstanding performance this semester and highly engaged in class discussions.,0,Average,71.1
2114,5.8,63.7,82.1,Outstanding performance this semester but inconsistent attendance affecting performance.,9,Average,69.6
2115,6.3,68.0,57.1,Demonstrates great understanding of core concepts.,0,Average,80.1
2116,6.2,95.1,77.8,Highly engaged in class discussions and outstanding performance this semester.,0,Average,76.5
2117,1.8,89.5,67.3,Struggling with algebra concepts but consistently submits assignments on time.,9,Average,55.6
2118,8.9,60.5,68.9,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,7,Average,74.0
2119,3.4,69.9,85.5,Outstanding performance this semester.,7,Average,68.2
2120,2.2,68.6,56.9,Finds it difficult to keep up with the pace.,6,Dropout Risk,48.6
2121,9.0,70.8,59.1,Shows excellent analytical thinking.,5,Average,79.4
2122,9.6,69.9,95.5,Shows excellent analytical thinking and outstanding performance this semester.,3,Average,87.9
2123,8.8,62.5,43.4,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,0,Average,59.8
2124,8.3,78.4,69.1,Demonstrates great understanding of core concepts.,8,Average,71.2
2125,6.9,89.3,94.8,Active participant and eager to learn and outstanding performance this semester.,0,Average,77.7
2126,6.0,84.3,76.6,Outstanding performance this semester and active participant and eager to learn.,3,Average,74.2
2127,1.8,86.9,72.8,Highly engaged in class discussions but struggling with algebra concepts.,2,Average,59.9
2128,4.7,63.2,55.0,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,6,Average,54.2
2129,4.4,98.1,60.6,Highly engaged in class discussions.,4,Average,75.1
2130,3.3,93.5,91.1,Consistently submits assignments on time and outstanding performance this semester.,4,Average,82.3
2131,7.5,92.2,73.6,Active participant and eager to learn and shows excellent analytical thinking.,3,Average,81.7
2132,5.5,92.9,70.9,Shows excellent analytical thinking and active participant and eager to learn.,0,Average,66.4
2133,1.7,97.3,46.0,Needs significant improvement in fundamentals but highly engaged in class discussions.,4,Dropout Risk,50.8
2134,3.0,81.8,41.0,Highly engaged in class discussions but needs significant improvement in fundamentals.,3,Dropout Risk,48.4
2135,7.1,68.0,97.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Average,81.3
2136,1.7,84.7,62.6,Active participant and eager to learn but needs significant improvement in fundamentals.,7,Dropout Risk,52.9
2137,8.7,89.7,76.2,Active participant and eager to learn and demonstrates great understanding of core concepts.,1,Average,84.4
2138,5.5,89.5,44.8,Frequently distracted during lectures but consistently submits assignments on time.,7,Average,61.9
2139,5.3,80.9,81.0,Shows excellent analytical thinking and outstanding performance this semester.,0,Average,72.1
2140,6.3,62.7,96.0,Shows excellent analytical thinking but inconsistent attendance affecting performance.,3,Average,80.4
2141,8.4,74.8,74.5,Demonstrates great understanding of core concepts.,2,Average,83.5
2142,4.1,96.8,47.6,Frequently distracted during lectures but active participant and eager to learn.,4,Average,58.0
2143,7.1,83.4,74.9,Active participant and eager to learn and shows excellent analytical thinking.,4,Average,86.2
2144,6.1,81.5,86.0,Consistently submits assignments on time and outstanding performance this semester.,4,Average,75.3
2145,3.4,70.8,64.4,Needs significant improvement in fundamentals.,3,Dropout Risk,50.8
2146,8.9,74.7,92.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Top 5%,92.6
2147,8.2,95.8,78.9,Active participant and eager to learn and demonstrates great understanding of core concepts.,2,Average,84.8
2148,6.9,86.7,94.0,Outstanding performance this semester and highly engaged in class discussions.,3,Average,89.4
2149,8.7,91.5,77.4,Shows excellent analytical thinking and outstanding performance this semester.,0,Average,76.7
2150,8.8,78.2,47.9,Demonstrates great understanding of core concepts but frequently distracted during lectures.,6,Average,80.4
2151,7.4,85.2,58.6,Consistently submits assignments on time and demonstrates great understanding of core concepts.,0,Average,78.2
2152,8.5,69.9,52.1,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,1,Average,64.2
2153,7.3,88.2,94.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,6,Average,82.4
2154,7.1,77.1,85.6,Outstanding performance this semester and shows excellent analytical thinking.,0,Average,90.7
2155,6.6,77.7,80.6,Demonstrates great understanding of core concepts and outstanding performance this semester.,2,Average,74.8
2156,7.8,86.0,58.1,Highly engaged in class discussions and shows excellent analytical thinking.,5,Average,72.1
2157,2.4,97.5,51.0,Highly engaged in class discussions but needs significant improvement in fundamentals.,5,Dropout Risk,46.8
2158,8.9,62.6,85.4,Outstanding performance this semester but inconsistent attendance affecting performance.,5,Average,82.4
2159,8.8,93.0,68.4,Demonstrates great understanding of core concepts and active participant and eager to learn.,1,Average,85.1
2160,1.3,71.7,53.5,Needs significant improvement in fundamentals and frequently distracted during lectures.,1,Dropout Risk,50.9
2161,8.4,77.8,77.0,Shows excellent analytical thinking and outstanding performance this semester.,5,Average,76.6
2162,2.2,60.9,42.4,Frequently distracted during lectures and finds it difficult to keep up with the pace.,9,Dropout Risk,35.2
2163,4.0,72.0,59.6,Finds it difficult to keep up with the pace.,4,Average,61.8
2164,7.7,80.1,68.1,Active participant and eager to learn and shows excellent analytical thinking.,6,Average,83.2
2165,2.4,62.2,48.9,Inconsistent attendance affecting performance and frequently distracted during lectures.,6,Dropout Risk,38.9
2166,8.4,79.6,99.1,Outstanding performance this semester and demonstrates great understanding of core concepts.,4,Top 5%,98.2
2167,8.5,97.1,52.5,Needs significant improvement in fundamentals but highly engaged in class discussions.,7,Average,80.0
2168,5.6,64.2,47.8,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,9,Average,63.3
2169,1.1,90.6,52.2,Needs significant improvement in fundamentals but consistently submits assignments on time.,5,Dropout Risk,51.4
2170,3.6,76.4,86.1,Outstanding performance this semester.,4,Average,57.3
2171,6.6,86.2,65.5,Shows excellent analytical thinking and consistently submits assignments on time.,3,Average,74.2
2172,9.8,70.4,73.9,Shows excellent analytical thinking.,6,Average,90.4
2173,6.7,66.4,41.3,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,3,Average,55.4
2174,3.3,66.4,42.1,Frequently distracted during lectures.,4,Dropout Risk,46.5
2175,6.7,62.8,66.7,Shows excellent analytical thinking but inconsistent attendance affecting performance.,4,Average,68.1
2176,5.9,67.4,89.0,Outstanding performance this semester and shows excellent analytical thinking.,0,Average,61.8
2177,8.0,86.6,93.1,Outstanding performance this semester and consistently submits assignments on time.,0,Top 5%,99.6
2178,2.0,95.3,45.2,Active participant and eager to learn but struggling with algebra concepts.,2,Dropout Risk,49.0
2179,7.8,92.6,72.3,Demonstrates great understanding of core concepts and highly engaged in class discussions.,2,Average,86.7
2180,5.9,87.4,94.8,Active participant and eager to learn and shows excellent analytical thinking.,1,Average,84.3
2181,9.7,64.4,63.3,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,1,Average,84.8
2182,4.1,71.6,89.8,Outstanding performance this semester.,5,Average,73.7
2183,6.7,72.4,48.0,Frequently distracted during lectures but shows excellent analytical thinking.,0,Average,63.2
2184,9.4,70.0,96.1,Shows excellent analytical thinking and outstanding performance this semester.,5,Average,87.8
2185,1.9,80.6,85.1,Active participant and eager to learn but struggling with algebra concepts.,4,Average,68.9
2186,9.4,81.4,96.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,86.7
2187,7.2,74.3,80.6,Shows excellent analytical thinking and outstanding performance this semester.,4,Average,82.9
2188,1.6,74.2,61.8,Needs significant improvement in fundamentals.,6,Dropout Risk,47.1
2189,3.7,93.1,96.3,Outstanding performance this semester and consistently submits assignments on time.,0,Average,85.7
2190,7.4,91.6,56.5,Shows excellent analytical thinking and highly engaged in class discussions.,2,Average,76.7
2191,1.6,72.3,59.9,Struggling with algebra concepts.,5,Average,54.5
2192,6.2,96.6,82.0,Shows excellent analytical thinking and outstanding performance this semester.,0,Average,84.0
2193,4.1,98.1,85.9,Highly engaged in class discussions and outstanding performance this semester.,6,Average,69.4
2194,6.6,73.1,95.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,3,Average,79.0
2195,1.4,74.2,52.3,Needs significant improvement in fundamentals and needs significant improvement in fundamentals.,2,Dropout Risk,51.5
2196,8.8,80.2,87.9,Highly engaged in class discussions and demonstrates great understanding of core concepts.,9,Average,91.0
2197,9.8,97.6,84.3,Outstanding performance this semester and highly engaged in class discussions.,8,Top 5%,100.0
2198,9.7,95.1,43.8,Shows excellent analytical thinking but needs significant improvement in fundamentals.,0,Average,82.1
2199,7.7,64.1,63.2,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,7,Average,66.8
2200,2.2,75.7,57.0,Inconsistent attendance affecting performance.,0,Dropout Risk,49.1
2201,7.8,82.1,58.3,Active participant and eager to learn and demonstrates great understanding of core concepts.,4,Average,75.8
2202,1.2,80.1,99.0,Needs significant improvement in fundamentals but outstanding performance this semester.,9,Average,56.3
2203,1.2,67.8,78.6,Outstanding performance this semester but needs significant improvement in fundamentals.,7,Average,64.3
2204,3.9,94.4,83.1,Outstanding performance this semester and active participant and eager to learn.,5,Average,77.4
2205,5.4,87.1,98.6,Active participant and eager to learn and outstanding performance this semester.,6,Average,90.6
2206,7.9,93.5,62.6,Consistently submits assignments on time and shows excellent analytical thinking.,7,Average,73.0
2207,7.1,94.4,88.1,Shows excellent analytical thinking and outstanding performance this semester.,5,Top 5%,94.8
2208,5.0,89.9,66.1,Demonstrates great understanding of core concepts and active participant and eager to learn.,5,Average,82.1
2209,3.5,77.6,92.2,Outstanding performance this semester.,5,Average,65.7
2210,10.0,84.4,50.8,Frequently distracted during lectures but highly engaged in class discussions.,4,Average,84.4
2211,4.8,66.4,96.9,Outstanding performance this semester.,7,Average,75.6
2212,5.1,86.9,53.1,Active participant and eager to learn but needs significant improvement in fundamentals.,1,Average,57.3
2213,2.5,67.2,59.6,Finds it difficult to keep up with the pace.,6,Average,55.1
2214,8.2,87.8,85.4,Outstanding performance this semester and highly engaged in class discussions.,3,Top 5%,93.2
2215,7.2,69.2,63.6,Shows excellent analytical thinking.,0,Average,68.6
2216,3.0,64.7,76.5,Outstanding performance this semester but finds it difficult to keep up with the pace.,4,Average,66.3
2217,1.7,66.6,66.7,Needs significant improvement in fundamentals.,2,Dropout Risk,44.4
2218,7.1,60.1,84.5,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,3,Average,69.3
2219,6.9,88.7,53.7,Highly engaged in class discussions but needs significant improvement in fundamentals.,6,Average,72.9
2220,3.5,89.3,43.5,Needs significant improvement in fundamentals but highly engaged in class discussions.,4,Average,56.4
2221,9.6,80.6,58.0,Shows excellent analytical thinking and consistently submits assignments on time.,3,Average,77.2
2222,2.4,66.5,68.5,Needs significant improvement in fundamentals.,0,Average,59.6
2223,4.9,63.3,50.1,Finds it difficult to keep up with the pace and frequently distracted during lectures.,5,Average,58.8
2224,9.5,60.8,61.3,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,9,Average,80.3
2225,4.8,66.6,64.0,Needs significant improvement in fundamentals.,5,Average,61.7
2226,6.7,95.6,43.4,Needs significant improvement in fundamentals but active participant and eager to learn.,6,Average,72.7
2227,4.6,69.7,75.0,Frequently distracted during lectures but outstanding performance this semester.,0,Average,64.7
2228,3.5,74.2,93.1,Outstanding performance this semester.,3,Average,81.9
2229,9.9,64.2,49.1,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,8,Average,69.3
2230,4.7,68.9,75.9,Outstanding performance this semester.,9,Average,77.9
2231,9.0,80.8,79.9,Consistently submits assignments on time and outstanding performance this semester.,5,Average,88.0
2232,3.1,84.3,65.2,Highly engaged in class discussions.,1,Average,55.2
2233,2.9,69.8,82.1,Outstanding performance this semester.,3,Average,70.8
2234,1.3,62.3,64.6,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,5,Dropout Risk,49.7
2235,6.9,75.6,70.3,Demonstrates great understanding of core concepts.,3,Average,79.1
2236,4.3,69.4,40.4,Frequently distracted during lectures.,9,Average,58.2
2237,8.8,68.8,81.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,6,Average,85.7
2238,5.3,98.4,79.7,Active participant and eager to learn and outstanding performance this semester.,2,Average,76.8
